"","action_type","combined_shot_type","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","opponent","shot_id"
"9004","Jump Shot","Jump Shot",33.8703,-168,174,-118.4378,5,2,0,"2005-06",40,24,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","POR",9004
"9005","Reverse Dunk Shot","Dunk",34.0443,0,0,-118.2698,4,2,0,"2005-06",45,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","POR",9005
"9006","Jump Shot","Jump Shot",33.8983,92,146,-118.1778,2,2,0,"2005-06",30,17,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","POR",9006
"9007","Jump Bank Shot","Jump Shot",34.0223,69,22,-118.2008,2,2,0,"2005-06",2,7,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","POR",9007
"9008","Jump Shot","Jump Shot",33.8963,-163,148,-118.4328,0,2,0,"2005-06",50,22,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","POR",9008
"9009","Jump Shot","Jump Shot",33.8453,0,199,-118.2698,11,3,0,"2005-06",6,19,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","POR",9009
"9010","Jump Shot","Jump Shot",34.0083,-204,36,-118.4738,10,3,0,"2005-06",34,20,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","POR",9010
"9011","Jump Shot","Jump Shot",33.8113,66,233,-118.2038,10,3,0,"2005-06",8,24,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","POR",9011
"9012","Jump Shot","Jump Shot",33.9763,-187,68,-118.4568,9,3,0,"2005-06",4,19,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","POR",9012
"9013","Running Jump Shot","Jump Shot",33.9113,-54,133,-118.3238,7,3,0,"2005-06",13,14,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","POR",9013
"9014","Jump Shot","Jump Shot",33.8833,-166,161,-118.4358,6,3,0,"2005-06",23,23,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","POR",9014
"9015","Jump Shot","Jump Shot",33.8353,54,209,-118.2158,4,3,0,"2005-06",46,21,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","POR",9015
"9016","Jump Shot","Jump Shot",33.9043,-222,140,-118.4918,2,3,0,"2005-06",2,26,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","POR",9016
"9017","Jump Shot","Jump Shot",33.8253,67,219,-118.2028,6,4,0,"2005-06",32,22,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","POR",9017
"9018","Running Jump Shot","Jump Shot",34.0213,-54,23,-118.3238,4,4,0,"2005-06",48,5,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","POR",9018
"9019","Jump Shot","Jump Shot",33.8403,26,204,-118.2438,3,4,0,"2005-06",20,20,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","POR",9019
"9020","Jump Shot","Jump Shot",33.9553,16,89,-118.2538,2,4,0,"2005-06",46,9,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","POR",9020
"9021","Jump Shot","Jump Shot",33.8383,-138,206,-118.4078,0,4,0,"2005-06",46,24,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","POR",9021
"9022","Jump Shot","Jump Shot",33.8913,-194,153,-118.4638,0,4,0,"2005-06",4,24,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","POR",9022
"9023","Jump Shot","Jump Shot",33.9653,212,79,-118.0578,11,1,0,"2005-06",39,22,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","GSW",9023
"9025","Jump Shot","Jump Shot",33.8473,179,197,-118.0908,4,1,0,"2005-06",33,26,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","GSW",9025
"9028","Turnaround Jump Shot","Jump Shot",34.0453,164,-1,-118.1058,2,1,0,"2005-06",7,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","GSW",9028
"9029","Turnaround Jump Shot","Jump Shot",33.9833,15,61,-118.2548,1,1,0,"2005-06",3,6,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","GSW",9029
"9030","Turnaround Jump Shot","Jump Shot",34.0453,-204,-1,-118.4738,0,1,0,"2005-06",2,20,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","GSW",9030
"9031","Jump Shot","Jump Shot",33.8023,-161,242,-118.4308,0,1,0,"2005-06",0,29,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","GSW",9031
"9032","Jump Shot","Jump Shot",33.8983,140,146,-118.1298,9,2,0,"2005-06",22,20,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","GSW",9032
"9033","Turnaround Jump Shot","Jump Shot",34.0473,186,-3,-118.0838,8,2,0,"2005-06",7,18,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","GSW",9033
"9035","Fadeaway Jump Shot","Jump Shot",33.8453,151,199,-118.1188,11,3,0,"2005-06",15,24,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","GSW",9035
"9036","Fadeaway Jump Shot","Jump Shot",34.0423,181,2,-118.0888,9,3,0,"2005-06",59,18,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","GSW",9036
"9037","Jump Shot","Jump Shot",34.0133,31,31,-118.2388,9,3,0,"2005-06",24,4,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","GSW",9037
"9039","Turnaround Jump Shot","Jump Shot",33.8863,-75,158,-118.3448,4,3,0,"2005-06",14,17,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","GSW",9039
"9040","Driving Layup Shot","Layup",34.0343,-13,10,-118.2828,2,3,0,"2005-06",51,1,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",9040
"9041","Jump Shot","Jump Shot",33.9343,148,110,-118.1218,1,3,0,"2005-06",48,18,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","GSW",9041
"9042","Jump Shot","Jump Shot",33.8383,161,206,-118.1088,0,3,0,"2005-06",59,26,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","GSW",9042
"9043","Jump Shot","Jump Shot",33.8353,158,209,-118.1118,0,3,0,"2005-06",15,26,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","GSW",9043
"9044","Jump Shot","Jump Shot",34.0343,167,10,-118.1028,9,4,0,"2005-06",17,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","GSW",9044
"9045","Jump Shot","Jump Shot",33.8063,125,238,-118.1448,8,4,0,"2005-06",59,26,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","GSW",9045
"9046","Alley Oop Layup shot","Layup",34.0343,-20,10,-118.2898,8,4,0,"2005-06",37,2,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","GSW",9046
"9047","Jump Shot","Jump Shot",33.9033,-169,141,-118.4388,7,4,0,"2005-06",49,22,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","GSW",9047
"9048","Jump Shot","Jump Shot",33.9723,71,72,-118.1988,6,4,0,"2005-06",21,10,"0","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","GSW",9048
"9049","Turnaround Jump Shot","Jump Shot",33.9703,130,74,-118.1398,5,4,0,"2005-06",2,14,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","GSW",9049
"9051","Fadeaway Jump Shot","Jump Shot",34.0493,186,-5,-118.0838,1,4,0,"2005-06",56,18,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","GSW",9051
"9053","Reverse Layup Shot","Layup",34.0443,0,0,-118.2698,6,1,0,"2005-06",53,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DET",9053
"9055","Jump Shot","Jump Shot",33.9143,-138,130,-118.4078,3,1,0,"2005-06",2,18,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DET",9055
"9056","Jump Shot","Jump Shot",34.0263,163,18,-118.1068,2,1,0,"2005-06",28,16,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","DET",9056
"9057","Layup Shot","Layup",34.0133,8,31,-118.2618,1,1,0,"2005-06",28,3,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DET",9057
"9058","Jump Shot","Jump Shot",33.9163,-13,128,-118.2828,0,1,0,"2005-06",47,12,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","DET",9058
"9059","Jump Shot","Jump Shot",33.9733,-66,71,-118.3358,0,1,0,"2005-06",28,9,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","DET",9059
"9060","Jump Shot","Jump Shot",33.8943,143,150,-118.1268,7,2,0,"2005-06",36,20,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DET",9060
"9061","Layup Shot","Layup",34.0443,0,0,-118.2698,6,2,0,"2005-06",33,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DET",9061
"9062","Jump Shot","Jump Shot",33.8073,128,237,-118.1418,6,2,0,"2005-06",29,26,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DET",9062
"9063","Jump Shot","Jump Shot",33.9093,-97,135,-118.3668,11,3,0,"2005-06",11,16,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DET",9063
"9064","Jump Shot","Jump Shot",33.8653,107,179,-118.1628,9,3,0,"2005-06",14,20,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DET",9064
"9065","Jump Shot","Jump Shot",33.8023,158,242,-118.1118,8,3,0,"2005-06",39,28,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DET",9065
"9066","Fadeaway Jump Shot","Jump Shot",34.0423,161,2,-118.1088,6,3,0,"2005-06",55,16,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","DET",9066
"9067","Jump Shot","Jump Shot",33.8893,-133,155,-118.4028,6,3,0,"2005-06",24,20,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","DET",9067
"9068","Fadeaway Jump Shot","Jump Shot",34.0273,-118,17,-118.3878,5,3,0,"2005-06",1,11,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","DET",9068
"9069","Jump Shot","Jump Shot",33.8153,128,229,-118.1418,4,3,0,"2005-06",32,26,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","DET",9069
"9070","Jump Shot","Jump Shot",33.9733,144,71,-118.1258,8,4,0,"2005-06",26,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","DET",9070
"9071","Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,6,4,0,"2005-06",46,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DET",9071
"9072","Jump Shot","Jump Shot",34.0113,97,33,-118.1728,5,4,0,"2005-06",28,10,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","DET",9072
"9073","Jump Shot","Jump Shot",34.0393,194,5,-118.0758,5,4,0,"2005-06",25,19,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","DET",9073
"9074","Layup Shot","Layup",34.0443,0,0,-118.2698,4,4,0,"2005-06",52,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","DET",9074
"9075","Jump Shot","Jump Shot",33.9323,-48,112,-118.3178,4,4,0,"2005-06",39,12,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","DET",9075
"9076","Jump Shot","Jump Shot",33.8893,126,155,-118.1438,4,4,0,"2005-06",9,19,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","DET",9076
"9077","Jump Shot","Jump Shot",34.0493,-97,-5,-118.3668,3,4,0,"2005-06",36,9,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","DET",9077
"9079","Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,5,1,0,"2005-06",4,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9079
"9080","Jump Shot","Jump Shot",33.9323,128,112,-118.1418,3,1,0,"2005-06",15,17,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","SAS",9080
"9081","Jump Shot","Jump Shot",34.0573,-182,-13,-118.4518,2,1,0,"2005-06",47,18,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","SAS",9081
"9082","Layup Shot","Layup",34.0443,0,0,-118.2698,2,1,0,"2005-06",37,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9082
"9083","Turnaround Jump Shot","Jump Shot",33.9993,43,45,-118.2268,2,1,0,"2005-06",7,6,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","SAS",9083
"9084","Jump Shot","Jump Shot",33.8113,121,233,-118.1488,0,1,0,"2005-06",20,26,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","SAS",9084
"9085","Jump Shot","Jump Shot",33.9493,-158,95,-118.4278,6,2,0,"2005-06",29,18,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","SAS",9085
"9086","Layup Shot","Layup",34.0443,0,0,-118.2698,5,2,0,"2005-06",55,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9086
"9087","Jump Shot","Jump Shot",33.8403,11,204,-118.2588,5,2,0,"2005-06",26,20,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","SAS",9087
"9088","Jump Shot","Jump Shot",33.9933,-64,51,-118.3338,2,2,0,"2005-06",7,8,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","SAS",9088
"9089","Jump Shot","Jump Shot",34.0143,-138,30,-118.4078,0,2,0,"2005-06",37,14,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","SAS",9089
"9090","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,0,2,0,"2005-06",0,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9090
"9091","Jump Shot","Jump Shot",33.9373,-189,107,-118.4588,10,3,0,"2005-06",14,21,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","SAS",9091
"9092","Alley Oop Dunk Shot","Dunk",34.0443,0,0,-118.2698,9,3,0,"2005-06",50,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9092
"9093","Jump Shot","Jump Shot",33.9323,-195,112,-118.4648,9,3,0,"2005-06",12,22,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","SAS",9093
"9094","Jump Shot","Jump Shot",34.0273,75,17,-118.1948,8,3,0,"2005-06",47,7,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","SAS",9094
"9095","Jump Shot","Jump Shot",34.0493,138,-5,-118.1318,7,3,0,"2005-06",43,13,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","SAS",9095
"9096","Driving Finger Roll Shot","Layup",34.0443,0,0,-118.2698,6,3,0,"2005-06",46,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9096
"9098","Jump Shot","Jump Shot",33.8453,23,199,-118.2468,5,3,0,"2005-06",19,20,"0","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","SAS",9098
"9099","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,4,3,0,"2005-06",54,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9099
"9100","Reverse Layup Shot","Layup",34.0443,0,0,-118.2698,3,3,0,"2005-06",18,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9100
"9101","Jump Shot","Jump Shot",33.7793,-10,265,-118.2798,1,3,0,"2005-06",6,26,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","SAS",9101
"9102","Jump Bank Shot","Jump Shot",34.0293,151,15,-118.1188,0,3,0,"2005-06",0,15,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","SAS",9102
"9103","Jump Shot","Jump Shot",33.8323,-189,212,-118.4588,6,4,0,"2005-06",10,28,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","SAS",9103
"9104","Jump Shot","Jump Shot",33.8343,159,210,-118.1108,4,4,0,"2005-06",25,26,"1","2PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","SAS",9104
"9105","Jump Shot","Jump Shot",33.7973,-72,247,-118.3418,3,4,0,"2005-06",49,25,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","SAS",9105
"9106","Jump Shot","Jump Shot",33.7863,80,258,-118.1898,3,4,0,"2005-06",8,27,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","SAS",9106
"9107","Jump Shot","Jump Shot",33.7993,-103,245,-118.3728,2,4,0,"2005-06",33,26,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","SAS",9107
"9108","Jump Shot","Jump Shot",33.7923,11,252,-118.2588,1,4,0,"2005-06",38,25,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","SAS",9108
"9110","Jump Shot","Jump Shot",33.8963,126,148,-118.1438,11,1,0,"2005-06",23,19,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","NOP",9110
"9111","Layup Shot","Layup",34.0443,0,0,-118.2698,11,1,0,"2005-06",1,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NOP",9111
"9113","Jump Shot","Jump Shot",33.8353,6,209,-118.2638,10,1,0,"2005-06",0,20,"0","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","NOP",9113
"9114","Jump Shot","Jump Shot",33.9343,97,110,-118.1728,6,1,0,"2005-06",5,14,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","NOP",9114
"9116","Jump Shot","Jump Shot",34.0413,171,3,-118.0988,4,1,0,"2005-06",55,17,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","NOP",9116
"9117","Jump Shot","Jump Shot",33.9453,-161,99,-118.4308,1,1,0,"2005-06",55,18,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","NOP",9117
"9118","Jump Shot","Jump Shot",33.8613,-199,183,-118.4688,1,1,0,"2005-06",23,27,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","NOP",9118
"9119","Jump Shot","Jump Shot",34.0223,117,22,-118.1528,7,2,0,"2005-06",22,11,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","NOP",9119
"9120","Layup Shot","Layup",34.0443,0,0,-118.2698,4,2,0,"2005-06",25,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NOP",9120
"9121","Jump Shot","Jump Shot",33.8583,-92,186,-118.3618,4,2,0,"2005-06",3,20,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","NOP",9121
"9122","Layup Shot","Layup",34.0443,0,0,-118.2698,2,2,0,"2005-06",43,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NOP",9122
"9123","Jump Shot","Jump Shot",33.8303,-141,214,-118.4108,1,2,0,"2005-06",39,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","NOP",9123
"9124","Jump Shot","Jump Shot",33.8353,120,209,-118.1498,11,3,0,"2005-06",6,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","NOP",9124
"9126","Layup Shot","Layup",34.0443,0,0,-118.2698,10,3,0,"2005-06",3,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NOP",9126
"9127","Fadeaway Jump Shot","Jump Shot",33.9883,-34,56,-118.3038,7,3,0,"2005-06",48,6,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","NOP",9127
"9128","Reverse Layup Shot","Layup",34.0443,0,0,-118.2698,6,3,0,"2005-06",40,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NOP",9128
"9129","Layup Shot","Layup",34.0443,0,0,-118.2698,6,3,0,"2005-06",15,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NOP",9129
"9130","Jump Shot","Jump Shot",33.8253,118,219,-118.1518,5,3,0,"2005-06",33,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","NOP",9130
"9131","Jump Shot","Jump Shot",33.9993,-176,45,-118.4458,5,3,0,"2005-06",5,18,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","NOP",9131
"9133","Jump Shot","Jump Shot",33.8733,133,171,-118.1368,8,4,0,"2005-06",12,21,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","NOP",9133
"9134","Jump Shot","Jump Shot",33.9883,-56,56,-118.3258,7,4,0,"2005-06",49,7,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","NOP",9134
"9135","Jump Shot","Jump Shot",33.9863,-159,58,-118.4288,7,4,0,"2005-06",9,16,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","NOP",9135
"9137","Jump Shot","Jump Shot",34.0423,207,2,-118.0628,5,4,0,"2005-06",9,20,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","NOP",9137
"9138","Dunk Shot","Dunk",34.0443,0,0,-118.2698,4,4,0,"2005-06",47,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NOP",9138
"9141","Jump Shot","Jump Shot",33.9753,163,69,-118.1068,1,4,0,"2005-06",38,17,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","NOP",9141
"9144","Jump Shot","Jump Shot",34.0083,3,36,-118.2668,3,1,0,"2005-06",11,3,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9144
"9145","Jump Shot","Jump Shot",33.9623,136,82,-118.1338,1,1,0,"2005-06",58,15,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","SAS",9145
"9146","Jump Shot","Jump Shot",33.8683,-169,176,-118.4388,0,1,0,"2005-06",24,24,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","SAS",9146
"9148","Jump Shot","Jump Shot",33.9443,-126,100,-118.3958,11,2,0,"2005-06",47,16,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","SAS",9148
"9149","Fadeaway Jump Shot","Jump Shot",34.0273,118,17,-118.1518,10,2,0,"2005-06",46,11,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","SAS",9149
"9150","Layup Shot","Layup",34.0443,-3,0,-118.2728,10,2,0,"2005-06",20,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9150
"9151","Reverse Layup Shot","Layup",34.0443,-5,0,-118.2748,9,2,0,"2005-06",2,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9151
"9152","Jump Shot","Jump Shot",33.8573,-120,187,-118.3898,4,2,0,"2005-06",52,22,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","SAS",9152
"9153","Layup Shot","Layup",34.0473,0,-3,-118.2698,4,2,0,"2005-06",12,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","SAS",9153
"9154","Jump Shot","Jump Shot",33.9353,213,109,-118.0568,2,2,0,"2005-06",26,23,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","SAS",9154
"9155","Jump Shot","Jump Shot",33.7563,-25,288,-118.2948,1,2,0,"2005-06",38,28,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","SAS",9155
"9156","Jump Shot","Jump Shot",33.9493,161,95,-118.1088,1,2,0,"2005-06",0,18,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","SAS",9156
"9157","Jump Shot","Jump Shot",33.9783,146,66,-118.1238,0,2,0,"2005-06",0,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","SAS",9157
"9158","Jump Shot","Jump Shot",33.9123,85,132,-118.1848,10,3,0,"2005-06",2,15,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","SAS",9158
"9160","Jump Shot","Jump Shot",33.9213,52,123,-118.2178,5,3,0,"2005-06",6,13,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","SAS",9160
"9161","Jump Shot","Jump Shot",33.9953,47,49,-118.2228,3,3,0,"2005-06",5,6,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","SAS",9161
"9162","Jump Shot","Jump Shot",33.8753,192,169,-118.0778,1,3,0,"2005-06",31,25,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","SAS",9162
